350
40 396
20 9 99029
7 2 182336
12 14 351861
10 23 343168
22 20 158904
3 18 372750
20 16 232231
19 27 99404
24 28 588185
4 31 132070
20 2 62988
1 19 80587
5 7 411181
17 26 81242
23 13 305997
23 11 261567
23 15 365994
30 7 311896
8 21 198945
22 26 96455
7 22 198690
16 29 219142
12 20 179240
20 27 102769
21 18 156178
14 20 172621
30 29 285691
21 17 239638
20 23 275298
11 14 262864
24 11 314611
5 15 297672
5 13 381241
23 31 280296
25 6 118510
11 5 398767
10 1 226141
19 21 171262
1 11 230407
30 3 427948
22 19 155539
3 27 252436
2 16 190842
4 1 107725
19 31 185572
21 1 179899
25 20 206897
1 3 314259
4 24 206573
8 13 198371
24 9 246277
27 10 173790
1 25 173116
15 12 269936
18 16 208228
7 4 188457
4 25 226171
16 5 402675
22 4 102037
15 2 153684
30 31 284969
12 24 194355
26 16 110741
14 17 178591
15 26 212186
19 3 316742
11 29 317305
18 23 251295
19 9 36623
22 16 207196
15 16 322927
25 14 248962
11 27 168584
28 16 352129
21 27 198716
25 27 180632
17 22 166396
12 4 327911
6 21 191499
12 19 241646
16 13 262930
26 1 21503
9 26 23757
4 3 298338
26 18 127609
22 18 224064
13 28 489912
26 29 108401
30 9 216026
17 3 242622
26 20 121490
30 23 363469
6 4 107661
25 26 151613
29 6 141504
31 25 266800
23 9 177565
7 3 301567
10 8 247972
5 17 310065
3 29 350662
24 8 315169
18 108
6 2 369717
6 8 287292
13 1 223493
2 7 279504
10 16 128061
1 2 223139
5 2 217065
3 9 170117
8 15 148414
18 17 207291
15 18 126444
6 10 257226
1 7 107325
5 13 178607
2 8 254628
3 4 173103
16 11 264189
12 4 313124
10 13 220779
5 12 215047
11 13 198013
3 13 129499
6 17 214333
11 7 81845
15 13 231193
7 5 62439
9 15 192557
7 4 159772
8 9 216837
5 9 245143
13 9 299616
4 11 241617
10 14 226679
7 15 115025
5 16 271325
18 4 277107
13 12 269520
17 14 183786
5 17 112641
8 3 46720
13 18 233503
16 9 312132
18 10 250184
12 14 185183
10 1 110648
12 1 221121
3 2 292835
11 12 195641
15 12 162461
7 12 153352
7 16 208886
6 7 253903
16 6 341252
16 8 175497
15 3 128356
2 18 357283
13 16 92718
17 4 334852
4 1 267097
14 8 256745
11 3 95176
3 5 75770
6 14 30547
1 9 208933
11 14 141511
16 15 297369
1 3 120656
14 9 155087
9 11 225737
7 13 116168
16 3 222217
11 10 136128
11 1 25480
9 6 185634
5 1 44886
8 13 82779
17 7 175080
6 5 191464
3 14 236687
6 3 267234
18 14 221200
15 5 52586
14 16 310705
10 5 155534
18 6 251747
5 8 95828
6 11 172058
12 9 30096
3 12 140021
14 4 383128
6 15 205238
2 4 381011
12 17 171274
8 17 208469
7 3 13331
10 17 42893
15 2 230839
17 9 141178
5 4 222211
1 14 116031
15 17 126415
8 7 33389
9 18 66113
16 17 170954
1 6 146578
13 4 209162
11 8 115234
18 3 104004
44 546
24 7 147229
13 37 67066
37 10 90599
27 17 154701
41 20 149932
37 36 132833
39 16 186305
11 8 62432
22 33 137466
17 20 202156
20 25 164470
18 36 121290
38 3 86131
20 1 263653
2 34 45681
15 34 75400
17 1 262785
38 25 70248
33 34 66556
6 4 105107
9 7 178358
3 39 88388
25 41 94802
4 22 180013
27 34 53414
18 40 89180
7 20 170890
37 4 102590
9 11 129520
2 9 173970
13 4 147505
37 35 94910
14 6 113383
25 37 98081
24 42 120126
30 34 93842
17 28 102657
10 15 91183
3 9 179418
28 40 53323
15 4 148283
5 20 89632
27 23 165970
11 3 103122
20 21 163138
28 32 114750
20 14 175637
25 42 123353
12 25 64451
31 35 73458
43 28 154200
32 23 169826
6 33 122276
9 32 75960
17 34 120026
38 20 130611
30 33 61435
13 23 200399
15 23 195822
21 35 92797
38 26 17613
19 6 127470
35 16 136553
42 19 120486
32 20 68492
3 16 225387
2 6 151596
12 44 163911
9 29 202411
22 36 179799
36 16 186718
3 1 282824
16 19 191510
4 33 131369
10 32 88496
24 15 81792
25 40 70940
18 37 149667
39 25 81588
15 14 152112
4 20 214088
1 15 157723
37 30 91591
40 31 130378
14 4 151609
16 37 128404
6 1 227220
23 37 176435
39 41 66370
10 20 156988
3 17 191502
35 36 81805
40 9 137387
19 12 73175
27 24 145762
21 43 136754
37 24 34722
39 44 134087
39 9 91030
26 13 83650
41 15 126407
35 2 87254
1 4 250757
18 25 142616
41 11 85163
31 19 132696
9 4 179276
3 34 90215
4 7 146862
26 17 122984
24 18 135281
4 18 166852
28 9 186553
31 25 77686
24 3 156866
12 7 133925
7 36 14042
16 31 210011
41 7 20958
41 31 171673
44 25 141166
18 8 43047
1 22 302126
14 8 68948
29 14 120502
18 6 73102
40 43 136910
29 40 67783
5 16 150270
44 42 140143
27 38 49330
31 13 46671
1 27 246023
21 14 58692
9 20 144452
30 20 115700
1 42 196057
25 24 132803
10 40 57034
31 10 137076
26 31 130321
5 10 67356
8 36 78243
12 26 57876
4 11 130433
3 22 19781
41 19 39792
12 17 165191
42 16 192361
6 8 44435
1 8 234413
10 33 74269
26 21 54182
23 2 176976
42 22 147062
43 31 196671
23 10 147877
11 6 106867
22 12 154766
24 22 137085
17 35 150439
35 38 57612
11 27 66321
5 13 43823
4 8 123805
5 34 73469
3 43 178941
7 19 60750
30 24 126313
30 18 131642
10 44 120372
20 28 163959
29 33 140678
7 8 64201
24 9 112785
33 9 61733
8 38 46825
10 6 48007
38 44 88422
36 23 121588
21 2 96905
16 14 177423
7 5 123538
31 22 218599
22 16 205827
8 28 7190
14 26 104150
41 9 157400
13 3 168421
41 23 113058
22 23 163938
9 21 169107
20 40 129919
24 34 111541
39 27 51587
29 28 79256
30 15 92175
6 42 142981
2 12 129537
9 6 170183
43 26 155215
42 41 92264
19 35 129855
30 4 171256
39 8 92490
43 14 129472
3 37 147841
28 37 113810
38 10 56342
1 33 180934
19 24 120753
11 40 16299
37 40 67756
44 27 137752
15 29 158530
35 23 100328
33 19 55875
18 28 35857
44 13 172181
30 10 135529
24 1 231986
44 24 148211
7 25 115760
11 44 104029
44 35 144650
24 36 161271
40 6 90568
2 28 114351
22 13 187113
6 22 74906
37 20 112875
38 31 131070
24 11 79895
38 23 116640
13 29 133443
25 11 87239
11 19 89234
41 33 95667
2 1 244239
35 8 103053
2 8 107161
43 16 200068
23 28 62625
27 42 90480
18 23 98482
21 33 111531
44 20 179140
27 33 80884
43 36 138767
34 40 15347
22 20 191731
14 28 76138
34 7 98980
39 21 82234
18 33 164834
18 14 111995
32 7 102398
7 18 107248
11 18 105479
21 40 35877
14 12 138672
32 29 129210
5 41 102580
34 6 105915
5 23 171995
20 34 145266
13 7 146775
19 43 63975
4 34 129481
28 33 128977
6 29 56921
24 6 62179
29 11 84082
30 38 79187
25 13 31015
43 27 142140
5 6 115363
4 21 125619
2 22 155677
10 8 78775
33 44 162815
7 40 83633
4 25 178520
3 36 181963
43 12 137150
24 23 162049
13 9 98643
30 31 127136
5 19 62788
23 16 185828
15 6 139190
35 24 129632
25 2 131968
7 26 101938
22 9 199199
3 42 127281
1 40 197385
29 24 119100
26 36 113445
30 8 88595
38 5 83259
38 12 75489
8 19 83035
33 39 29297
27 37 111040
18 32 150607
41 13 125817
40 36 95140
29 36 129797
33 42 69074
18 10 121109
33 35 78580
23 21 80071
37 22 167622
31 33 97407
15 2 121081
39 1 210231
19 39 26578
34 39 61704
16 17 203942
35 18 146100
2 30 139523
8 26 64438
36 11 81376
11 23 132247
14 33 121372
16 15 174097
17 23 165282
29 34 83130
32 22 123239
26 41 87169
1 14 194350
28 30 95785
12 24 68352
21 29 61810
21 44 51853
14 5 128285
24 5 57965
10 39 103391
17 42 144488
38 41 69556
25 8 99569
34 37 83103
26 11 34604
21 31 148582
9 25 129658
37 5 23243
38 16 139256
28 10 85252
17 30 97576
29 8 72066
10 3 142473
37 29 135539
14 3 172668
31 1 83527
30 42 114926
5 1 174021
35 32 92807
6 30 133030
24 40 96194
12 28 129504
5 44 155902
10 42 109447
30 1 210663
15 13 67650
15 28 144070
2 27 99095
44 18 84644
5 42 62161
35 20 161299
2 10 118062
40 17 104679
29 2 128811
40 42 52413
18 13 154510
8 5 124543
30 26 96800
40 41 68864
5 21 114287
20 33 82719
16 30 197070
43 6 191445
18 21 53303
28 24 99424
37 31 113737
23 1 257313
17 25 147026
9 23 226815
26 4 131055
33 12 17300
12 11 85087
1 19 216223
6 21 54691
35 43 172489
26 42 70718
23 14 112293
17 2 165707
40 15 90747
15 42 38334
44 29 113663
39 6 136925
8 42 98546
21 41 32987
34 8 61480
17 21 85211
4 24 67868
44 2 148758
41 2 129892
38 18 89872
31 5 90494
41 22 162584
30 25 49450
40 26 18305
3 40 86823
16 9 205090
44 3 174553
5 12 10387
8 32 107560
27 13 131620
40 5 82567
3 41 154758
43 33 119850
1 18 191366
41 32 81440
19 36 74792
5 15 23827
7 14 4747
16 18 192666
17 41 52224
32 44 149157
18 42 141593
40 23 115948
20 24 147597
44 6 86032
7 30 66310
32 42 83301
9 31 145314
36 28 85433
3 21 122700
33 15 30740
25 22 156098
7 33 116625
11 33 81613
19 44 116843
36 25 129802
21 32 97304
7 35 77257
9 30 123168
4 16 25814
5 4 124456
1 16 276571
42 4 166547
12 10 56969
42 36 127264
18 9 222410
8 13 130584
20 29 115911
29 17 147021
31 34 115031
33 37 30156
21 36 67987
43 17 155991
14 30 71057
23 43 216825
34 23 131295
32 33 14227
26 28 71628
17 7 73182
5 27 87797
6 38 91260
40 12 76181
12 4 114069
5 28 131733
9 15 78647
31 18 107839
18 20 199816
29 39 114140
24 32 79105
42 20 151793
41 18 86290
18 39 135537
32 15 44967
8 27 96155
2 24 157222
37 44 132659
27 6 131488
8 24 106614
11 5 74700
30 39 32138
17 19 92016
15 7 147365
2 40 61028
12 36 147967
23 39 162305
28 19 90225
24 31 148459
38 34 16039
1 11 213684
39 35 103277
25 33 81751
14 37 123538
10 27 105672
19 9 117608
22 38 105912
34 12 83856
31 2 160712
39 22 108169
20 6 172832
20 23 101334
4 17 178128
25 14 120507
5 2 119150
31 42 152097
7 38 84325
28 16 156809
5 3 124598
41 14 25705
10 21 68519
8 12 122314
1 28 227223
14 35 72510
27 9 142617
4 3 199573
32 14 107145
5 26 68263
43 42 167982
19 13 86025
43 39 90553
33 24 64878
13 34 117292
37 21 103633
40 13 101955
16 27 188586
36 4 160904
11 10 73333
13 35 115490
44 43 180818
6 23 99870
23 31 173786
15 3 148425
14 13 151522
7 16 172676
15 12 34214
29 1 170299
1 34 198558
6 26 108873
42 259
5 28 112462
22 32 63025
34 8 101947
8 26 231255
5 26 149800
42 36 132782
19 7 126361
42 8 190660
4 10 99929
30 20 148570
39 7 186405
21 32 111278
16 1 174265
29 11 128791
20 22 153834
13 8 197699
22 17 141443
3 31 108445
23 11 127203
18 7 108871
37 21 114557
34 11 35568
13 4 187962
9 23 35604
2 20 120824
18 3 178251
28 24 130083
38 33 223254
16 30 202409
11 19 127596
12 27 60056
5 18 139014
22 36 136181
15 16 143298
27 4 75385
39 2 227704
10 13 156594
23 25 124581
7 6 60780
28 9 127493
37 6 87733
42 27 190044
40 4 222616
15 23 101890
1 2 199354
25 20 39583
20 13 242506
7 1 159984
2 42 206465
17 4 117089
21 34 72664
20 35 158776
5 42 166087
35 9 44618
18 17 121202
15 5 54221
35 21 92849
30 39 214537
20 3 241737
2 37 199030
27 28 46643
13 11 96177
12 22 133784
38 11 40224
30 1 186187
21 40 222746
37 27 150387
21 16 214479
16 13 142138
4 32 200048
7 5 30143
30 41 101674
31 40 106512
40 39 254442
20 23 164164
17 21 107590
22 19 13205
22 9 49202
1 32 241556
16 25 135318
4 7 104758
33 22 213460
24 11 51050
22 26 191347
32 9 112227
18 21 111618
3 24 75664
2 6 152415
5 27 110189
8 7 124542
31 14 80995
17 20 172951
17 28 94650
17 42 123613
29 25 16012
29 7 137049
42 41 153145
22 34 116971
6 34 76145
39 13 210159
24 8 172306
4 26 185251
37 12 90331
19 26 178142
14 6 19096
34 16 141815
21 25 128565
37 36 122963
18 19 143740
33 19 206210
11 12 7017
34 14 57049
20 21 105581
21 10 15802
39 38 199695
40 3 214957
42 15 160022
16 17 131551
16 14 160904
31 8 135470
26 9 187931
37 30 168848
4 25 98434
19 15 102283
35 6 99296
29 17 129433
8 23 193833
11 39 173432
38 4 117526
22 24 132398
16 31 98245
39 10 179620
16 2 232435
24 21 157998
23 4 139234
31 4 144069
1 4 137381
1 19 228950
33 12 191331
24 5 92882
21 27 149640
40 42 249681
12 32 126430
3 23 232265
5 30 113332
15 40 151565
30 12 78534
25 15 99925
5 32 76297
31 2 155424
35 7 45746
19 39 225276
9 8 158229
8 41 147406
28 18 32855
13 37 158824
32 24 71696
2 38 100870
7 25 121037
27 20 133673
21 39 163818
37 39 270780
1 22 215745
21 42 205699
36 26 82334
13 14 124888
14 10 145515
40 17 127352
1 14 194438
8 27 88866
10 28 87195
26 27 142389
10 40 238548
11 18 121844
28 36 118459
20 7 160620
32 37 129310
30 22 180636
13 29 220253
8 30 103763
39 42 296403
42 6 170778
18 20 95651
34 42 158539
36 11 25615
2 7 116113
30 27 117701
30 40 198210
22 11 140801
38 32 82522
42 10 189897
5 2 146256
28 23 163097
1 17 172315
33 8 194377
36 31 76615
17 38 39582
15 12 44068
16 8 219708
27 24 83440
12 7 19990
2 41 131856
32 18 195935
25 8 84390
23 38 167427
40 41 142850
28 42 172671
4 28 28742
42 9 214570
27 2 80437
16 24 181959
26 18 181138
37 9 115487
32 30 143016
24 35 108485
39 36 199047
33 20 239184
41 27 83213
13 23 177345
7 30 83189
11 32 119413
27 13 163250
33 6 224891
31 6 100091
41 18 96562
35 30 116044
10 9 113257
24 6 98857
36 20 194455
33 31 210652
24 15 86817
35 4 59012
30 4 57032
15 17 36409
40 24 177760
26 15 143716
13 30 166393
19 28 163490
2 28 33794
35 10 108651
7 32 106440
41 31 82458
8 15 103430
12 28 102309
34 2 93518
26 11 107949
27 9 144638
18 35 63125
33 14 205795
17 30 70858
2 35 116669
16 22 228399
11 17 642
31 13 62229
1 3 241101
15 29 115937
27 35 112148
20 37 220119
21 12 115249
13 28
2 6 587666
4 11 330498
2 4 293133
13 11 341149
8 11 268947
13 1 144262
2 11 623631
10 8 83620
6 13 305184
13 12 248257
9 2 704634
1 4 133611
7 4 246723
2 1 392062
6 9 469318
10 6 316602
3 8 206897
6 12 150460
7 1 223892
2 3 526899
5 8 407541
3 5 470318
9 12 318858
12 10 259675
11 7 378743
5 10 327645
1 8 72060
8 9 448242
37 439
23 21 196536
8 12 230194
28 32 170755
35 11 157729
4 6 116370
25 13 184763
15 27 187773
7 34 48206
10 13 123854
3 31 187706
31 5 148971
1 37 28880
13 12 52785
21 1 112925
2 21 90880
33 20 189190
34 27 84615
29 1 79916
34 17 191770
5 23 187780
32 35 192390
24 20 183346
25 4 142691
16 6 85379
13 3 131200
29 9 183298
29 17 66446
8 32 184409
5 26 204398
30 4 79242
12 30 192355
19 26 257049
19 4 165634
36 28 103651
4 24 164311
13 26 124644
33 35 103176
7 6 149614
4 33 182195
33 30 102953
31 34 93637
33 36 198449
17 2 141671
31 21 131594
11 14 263748
22 19 148195
12 20 182612
18 36 72331
11 1 122484
35 1 35245
32 13 166607
35 17 111117
36 22 93697
31 4 143157
5 21 151835
22 30 83546
30 1 35468
36 7 104328
3 8 137237
11 28 143435
12 35 192578
10 16 47557
10 20 193229
34 37 131038
30 37 64348
27 32 154099
25 30 134385
15 5 204145
14 18 131078
10 1 81169
33 32 171405
5 37 107787
19 11 276187
29 30 44448
5 24 194335
9 35 227969
37 20 213518
32 22 139609
3 32 131054
34 20 230687
17 8 8665
36 10 72027
11 8 227591
9 10 277153
23 36 217336
22 11 209985
20 26 238842
27 21 135463
1 22 102839
9 7 249936
25 35 134162
28 21 149214
7 3 142275
1 34 102158
30 26 208275
9 22 298823
9 26 210079
16 2 172767
5 17 184826
33 28 174710
31 11 221867
23 8 188718
27 30 57560
34 30 137626
17 31 98133
34 33 171765
27 29 102008
19 25 169271
3 20 184819
5 16 44374
9 34 273587
8 7 134899
18 4 129723
5 20 216229
32 1 207044
3 1 98070
35 30 223
15 9 252561
31 14 144512
6 13 59849
2 14 201933
3 12 129753
22 23 186450
17 15 135709
33 24 273421
1 25 98917
4 1 43774
24 1 144747
22 2 176414
13 21 238117
29 36 167407
12 14 86559
16 15 201128
29 12 189728
31 37 128263
11 15 276801
3 19 161148
25 16 148784
5 7 148193
5 18 130452
11 34 200087
34 19 108518
1 27 74541
31 6 124448
26 35 208052
6 15 185953
10 3 113534
20 30 149811
36 26 240169
31 16 149250
11 25 221401
29 33 119807
14 5 155550
21 3 139833
11 12 289438
32 2 51403
22 17 191623
17 27 168454
36 31 149759
9 13 328555
32 7 158508
24 34 139001
9 4 239758
37 21 141805
34 12 233846
9 23 112373
33 11 260905
17 32 193074
36 21 200862
17 33 150273
21 11 235409
35 24 179992
12 1 208296
20 31 137050
28 6 108885
4 32 178240
37 24 173627
7 25 44965
20 19 192948
19 12 185190
27 12 183267
31 2 211836
17 21 50791
7 35 89197
6 1 95662
24 7 90795
6 3 71351
19 24 215101
22 5 57005
3 37 126950
27 8 159789
11 4 135950
33 1 138421
30 28 71757
26 2 271881
7 15 166731
30 3 62602
2 28 196273
28 31 135672
23 2 266661
22 33 147650
22 37 131719
13 16 145228
16 34 125544
26 34 238696
10 14 156728
25 3 187240
22 28 66550
28 9 232273
32 24 206739
18 32 126511
28 20 148349
2 19 85605
27 33 160513
22 26 203068
29 32 210510
22 14 150493
11 10 188315
34 4 120874
15 20 96792
15 10 181145
33 6 111702
16 22 12631
36 3 158098
17 18 175561
34 18 16209
20 2 180588
21 33 99482
26 28 136518
35 37 64125
16 37 134817
35 16 70692
24 3 233070
37 28 65169
37 10 110049
1 7 53952
24 28 156826
11 36 247086
35 3 62825
19 31 169737
8 19 218611
8 4 181471
22 21 161003
33 37 167301
34 3 131414
31 9 214985
7 11 176436
8 18 166896
14 27 163356
30 10 50932
17 12 221529
1 15 165681
27 36 65399
3 4 141844
29 16 112546
32 21 142283
37 6 66782
9 11 151246
18 25 76962
3 17 145902
12 4 191327
23 33 222032
9 6 291646
29 28 116205
5 2 128393
36 24 195123
7 22 116450
4 27 45737
15 30 130213
12 2 200022
8 31 89468
25 14 144046
6 18 159078
5 6 41005
27 19 119897
19 21 176485
21 7 166877
32 9 309926
23 16 189548
4 5 75365
26 33 167835
2 29 190787
35 5 74155
13 33 171551
30 7 89420
16 9 295844
18 19 92309
7 20 182481
12 36 199381
24 8 135764
22 34 112913
15 37 194561
16 28 79181
6 21 178268
27 3 120162
9 37 224864
20 18 214478
12 6 112634
14 13 139344
21 16 148372
29 24 193545
30 24 180215
13 36 146596
28 34 122867
2 10 151393
7 37 82832
18 7 31997
17 13 274314
25 2 212302
11 6 218146
20 9 155769
30 6 114937
36 20 247446
5 29 118380
26 15 335634
24 18 122792
22 31 147641
32 10 160727
15 2 113357
30 31 134851
17 23 180053
19 32 34202
23 7 137563
26 27 174770
19 6 89797
14 15 102404
32 6 123999
14 7 99081
5 28 67880
8 10 153161
21 8 42126
10 7 135121
30 2 168783
29 26 252723
29 13 210656
1 5 104169
24 11 267231
27 25 118877
3 2 158739
26 6 184493
14 34 147287
17 36 233853
8 5 176161
16 1 105937
20 1 184638
18 1 85949
4 17 190136
37 27 103421
5 30 73932
30 11 157952
35 36 123182
30 21 77903
32 34 142720
17 7 143564
8 36 225188
25 21 132060
26 3 208186
12 21 269586
11 3 220554
10 35 51155
11 13 261223
23 15 237928
13 34 202718
26 11 136579
3 9 262754
19 10 126525
8 13 268437
23 12 250565
16 33 135019
10 33 153885
22 3 107299
10 18 107452
6 2 87388
22 13 157859
21 24 177890
16 26 215699
25 31 466
27 20 186601
33 3 40351
33 8 141608
18 28 122238
30 17 110894
23 29 163527
18 27 100824
17 24 144429
37 36 153529
35 18 121194
9 12 338381
31 27 119343
15 25 121766
4 10 52365
9 21 167643
15 31 122232
37 18 114829
26 8 286424
27 9 270525
1 31 99383
5 36 95027
12 37 179416
18 30 121417
7 31 45431
31 24 46296
26 21 267317
27 5 29628
32 36 88700
22 6 98010
3 23 181681
25 9 215451
36 34 56122
35 15 130436
7 33 182626
29 8 57781
29 15 174661
35 21 77680
11 5 211315
33 2 190362
29 10 95380
11 16 222616
22 15 201563
15 21 186500
29 22 125177
23 6 179273
34 5 114243
26 25 271724
17 37 175242
13 28 168734
25 32 160909
4 29 123690
31 33 228057
14 37 170144
37 8 166577
19 16 160826
35 31 134628
24 12 261042
17 9 116852
23 13 222350
14 4 185038
30 9 227746
8 15 144374
7 8
7 6 65175
6 1 73212
1 2 58765
1 3 135620
1 4 860455
3 4 724835
5 7 272233
2 7 197152
29 56
24 20 601029
2 10 595465
19 28 916682
23 8 288756
23 24 485839
1 16 607684
6 2 418628
1 8 833931
29 6 464605
14 1 932018
20 8 425939
10 21 377078
8 12 754618
13 20 407127
6 11 240533
5 19 385821
16 22 247039
29 12 494892
26 20 476784
21 26 392198
9 5 421501
18 26 641649
24 1 727496
19 26 401809
29 11 458118
23 15 691567
13 6 379978
1 11 688981
2 22 206863
5 29 683643
26 10 535496
26 25 561591
6 21 603193
24 12 558082
15 27 364553
2 16 453902
8 27 361899
9 7 153065
26 9 428373
16 14 586602
7 8 532388
17 14 908245
17 16 355752
9 25 661268
17 29 622399
20 5 476734
28 16 669144
21 16 547228
18 2 337696
18 28 848849
12 10 641633
7 25 814333
23 16 553400
20 21 318366
19 23 698084
14 26 665583
17 61
9 2 297286
16 6 197540
16 11 164897
14 10 149172
7 17 323357
14 9 241631
6 12 470294
16 8 286133
7 12 498749
8 9 392241
3 4 208155
9 3 75311
12 17 541770
1 4 244734
8 11 121236
1 7 327514
4 6 198345
2 15 218994
8 5 334109
13 15 373003
3 1 36579
2 6 183809
17 3 32422
17 14 167925
7 5 298414
5 11 309676
15 12 550521
17 4 240577
6 13 296883
2 10 71198
1 8 353509
12 3 574192
5 10 358259
17 9 107733
8 7 213719
6 9 337791
2 11 119781
13 7 325338
5 6 326869
12 14 566988
12 2 532025
4 13 351896
3 5 111224
4 12 600716
8 13 395026
9 10 226088
6 10 112611
13 3 143741
15 5 408889
9 13 68430
8 4 255553
4 14 234906
10 1 283614
3 6 262480
4 15 233530
10 7 141066
8 6 185264
16 9 348001
16 12 301502
6 1 299059
11 17 230874
44 427
16 4 92497
8 42 235846
33 40 66176
31 14 116439
3 7 171219
9 44 252163
36 21 52334
37 32 74412
34 25 96105
19 11 87717
43 23 143904
2 31 181116
40 5 97162
2 23 115128
5 1 149359
34 2 187771
42 22 175266
11 20 179076
33 20 167063
36 30 142846
16 11 80050
44 28 206258
7 33 195493
34 22 94303
44 22 133162
27 37 84902
41 40 180572
33 13 182176
9 12 318138
18 11 96818
18 17 134480
19 10 222214
8 2 262205
21 31 122713
40 38 4072
2 41 203013
22 1 125616
4 7 187205
3 14 179629
25 44 131360
42 12 291380
41 24 237677
14 7 159237
7 31 222301
26 25 58577
39 18 71563
40 27 181719
10 38 201305
14 42 254915
8 34 186459
7 25 185479
3 17 183825
19 18 91275
2 20 123268
42 13 315631
37 12 261830
25 29 27078
4 19 102874
23 24 170624
22 17 83845
33 17 134362
20 12 126259
4 23 68880
20 27 157578
4 26 119009
9 42 319530
39 6 168234
36 33 23343
18 1 172647
6 18 164028
7 2 249022
8 15 232131
30 32 151231
25 36 45377
9 28 45905
41 39 175887
7 44 159652
16 2 138745
27 15 197380
37 35 248824
7 21 192436
19 30 139911
